pmid	year	title_short	current_design	current_target_population	current_delivery_model	current_followup_reporting_level	current_followup_completion_pct	n_invited	n_participated	uptake_pct	acceptability_reported	cost_reported	candidate_core_status	candidate_reason	manual_curator_decision	manual_curator_notes	manual_core_decision	manual_decision_reason	manual_evidence_text	manual_followup_level_if_changed	manual_followup_pct_if_changed	manual_notes	curator_id	curation_date
28086933	2017	Self-collection based HPV testing for cervical cancer screening among women living with HIV in Uganda: a descriptive ana	observational	other	clinic_pickup_return_clinic	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
28184239	2017	Randomized trial evaluating self-sampling for HPV DNA based tests for cervical cancer screening in Nigeria.	individual_RCT	rural_low_access	outreach_event_distribution	none		400	185	93.0	N	N	candidate_core	extractable_implementation_or_cascade_result			CORE	Community-based randomized trial in Nigeria with observed self-sampling uptake and sample adequacy outcomes.	Most participants in the self-collection arm (93%, 185/200) submitted samples; community-based trial in Abuja, Nigeria.				curation_team	2026-06-13
28193227	2017	Evaluation of scaling-up of HPV self-collection offered by community health workers at home visits to increase screening	observational	underscreened_general	chw_door_to_door	completion_reported	77.5		315.0		N	N	candidate_core	extractable_implementation_or_cascade_result										
28195317	2017	Human papillomavirus self-sampling for screening nonattenders: Opt-in pilot implementation with electronic communication	program_evaluation	nonattenders	unk	none				31.7	N	N	candidate_core	extractable_implementation_or_cascade_result										
28223432	2017	Performance and Diagnostic Accuracy of a Urine-Based Human Papillomavirus Assay in a Referral Population.	other	other	clinic_pickup_return_clinic	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
28304400	2017	Evaluation of p16/Ki-67 dual-stained cytology as triage test for high-risk human papillomavirus-positive women.	other	nonattenders	clinic_pickup_return_clinic	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
28418208	2017	Accuracy of self-collected human papillomavirus samples from Japanese women with abnormal cervical cytology.	observational	nonattenders	unk	none					Y	N	candidate_non_core	assay_or_device_performance_only_without_extractable_implementation_result			NON_CORE	Accuracy study in women with known abnormal cytology.	assessment of the accuracy ... from Japanese women with abnormal cervical cytology.				GC	2026-06-13
28422558	2017	Understanding Transgender Men's Experiences with and Preferences for Cervical Cancer Screening: A Rapid Assessment Survey.	survey	migrant_minority	unk	none		91			Y	N	candidate_non_core	Final 58-record adjudication			NON_CORE	Rapid assessment survey of transgender men’s screening experiences and HPV self-sampling preferences; underserved group but no implemented self-sampling outcome.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
28427086	2017	Self-sampling to improve cervical cancer screening coverage in Switzerland: a randomised controlled trial.	individual_RCT	other	mail_to_home_return_mail	referral_only		331.0			N	N	candidate_core	extractable_implementation_or_cascade_result										
28579497	2017	High-risk human papillomavirus detection in self-sampling compared to physician-taken smear in a responder population of	program_evaluation	nonattenders	unk	referral_only		2015.0			Y	N	candidate_core	extractable_implementation_or_cascade_result										
28589548	2017	A pilot study of community-based self-sampling for HPV testing among non-attenders of cervical cancer screening programs	observational	nonattenders	mail_to_home_return_mail	none					Y	N	manual_review	insufficient_structured_signal			CORE	Pilot study with 60 rural women in El Salvador.	Self-sampling was accepted by 41 (68%) participants. ... high-risk HPV ... was 17%.				GC	2026-06-13
28631511	2017	Self-collected cervicovaginal sampling for site-of-care primary HPV-based cervical cancer screening: a pilot study in a 	observational	other	clinic_pickup_return_clinic	referral_only			100.0	0.0	N	N	candidate_core	extractable_implementation_or_cascade_result										
28724543	2017	Cervical cancer screening in rural Bhutan with the careHPV test on self-collected samples: an ongoing cross-sectional, p	observational	never_screened	outreach_event_distribution	referral_only		3648.0	71.0	1.0	N	N	candidate_core	extractable_implementation_or_cascade_result										
28724554	2017	Prevalence of Human Papillomavirus in Self-Taken Samples from Screening Nonattenders.	other	nonattenders	clinic_pickup_return_clinic	referral_only			632.0		N	N	candidate_core	extractable_implementation_or_cascade_result										
28769590	2017	Exploring the acceptability of human papillomavirus self-sampling among Muslim immigrant women.	observational	migrant_minority	unk	none					Y	Y	manual_review	insufficient_structured_signal			NON_CORE	Questionnaire study on acceptability (N=30).	This study assessed ... knowledge and attitudes ... convenience sample of 30 women.				GC	2026-06-13
28804083	2017	Vaginal Infections in Haitian Immigrant Women Living in Miami, Florida.	other	migrant_minority	unk	none					N	N	manual_review	insufficient_structured_signal			NON_CORE	Vaginal infections study (Out of Scope).	To characterize vulvovaginal candidiasis (VC), trichomonas vaginalis (TV)...				GC	2026-06-13
28864487	2017	Self-administered versus provider-directed sampling in the Anishinaabek Cervical Cancer Screening Study (ACCSS): a quali	cluster_RCT	underscreened_general	outreach_event_distribution	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
28879068	2017	Self-collected vaginal swabs for HPV screening: An exploratory study of rural Black Mississippi women.	observational	other	outreach_event_distribution	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
28950841	2017	Self-collected vaginal sampling for the detection of genital human papillomavirus (HPV) using careHPV among Ghanaian women.	diagnostic_validation	other	clinic_pickup_return_clinic	none					Y	N	candidate_non_core	Final 58-record adjudication			NON_CORE	Ghanaian self-collected sample feasibility/acceptability/performance study among clinic attendees; no outreach uptake or follow-up implementation endpoint.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
29094082	2017	Acceptability of Human Papillomavirus Self-Sampling for Cervical Cancer Screening in an Indigenous Community in Guatemal	individual_RCT	other	outreach_event_distribution	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
29121873	2017	Barriers to HPV self-sampling and cytology among low-income indigenous women in rural areas of a middle-income setting: 	observational	other	unk	none					N	N	candidate_non_core	qualitative_or_interview_only_without_extractable_implementation_result			CORE	Qualitative study conducted after actual self-test provision.	...after they were provided with free, self-sampled HPV tests.				GC	2026-06-13
29208043	2017	Self-sampling for human papillomavirus testing among rural young women of KwaZulu-Natal, South Africa.	observational	other	unk	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
29273032	2017	Self-sampling for human papillomavirus DNA detection: a preliminary study of compliance and feasibility in BOLIVIA.	other	other	clinic_pickup_return_clinic	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
25730587	2016	Evaluation of the Impact of Human Papillomavirus DNA Self-sampling on the Uptake of Cervical Cancer Screening.	crossover_randomized_trial	underscreened_general	clinic_pickup_return_clinic	none					Y	N	candidate_non_core	Final 58-record adjudication			NON_CORE	Crossover trial assessing acceptability and agreement of self-sampling versus Pap; estimates potential uptake but does not report outreach implementation completion.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
26248549	2016	Age-specific performance of careHPV versus Papanicolaou and visual inspection of cervix with acetic acid testing in a pr	other	other	unk	none		7761.0			N	N	candidate_core	extractable_implementation_or_cascade_result										
26265118	2016	Barriers and Facilitators to Cervical Cancer Screening Among Women in Rural Ontario, Canada: The Role of Self-Collected 	other	rural_low_access	outreach_event_distribution	none					Y	N	candidate_non_core	qualitative_or_interview_only_without_extractable_implementation_result			NON_CORE	Qualitative focus group study (n=25).	Age-stratified focus groups were conducted with women ... qualitative thematic analysis.				GC	2026-06-13
26421807	2016	Effectiveness of novel, lower cost molecular human papillomavirus-based tests for cervical cancer screening in rural chi	individual_RCT	other	clinic_pickup_return_clinic	referral_only					N	Y	candidate_core	extractable_implementation_or_cascade_result										
26598955	2016	Randomized Intervention of Self-Collected Sampling for Human Papillomavirus Testing in Under-Screened Rural Women: Uptak	individual_RCT	rural_low_access	unk	none			37.0	1.0	Y	N	candidate_core	extractable_implementation_or_cascade_result										
26723863	2016	Self-sampling HPV test in women not undergoing Pap smear for more than 5 years and factors associated with under-screeni	individual_RCT	underscreened_general	mail_to_home_return_mail	referral_only		2010.0	2012.0	5.0	Y	Y	candidate_core	extractable_implementation_or_cascade_result										
26850941	2016	Home-based HPV self-sampling improves participation by never-screened and under-screened women: Results from a large ran	individual_RCT	never_screened	mail_to_home_return_mail	completion_reported	62.2	20.0	1649.0	2.7	N	N	candidate_core	extractable_implementation_or_cascade_result										
26890012	2016	Acceptability and Feasibility of Human Papilloma Virus Self-Sampling for Cervical Cancer Screening.	other	other	clinic_pickup_return_clinic	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
26890683	2016	Introducing a High-Risk HPV DNA Test Into a Public Sector Screening Program in El Salvador.	other	underscreened_general	outreach_event_distribution	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
26919866	2016	HPV self-sampling in Japanese women: A feasibility study in a population with limited experience of tampon use.	other	nonattenders	unk	none					Y	N	manual_review	insufficient_structured_signal			CORE	Feasibility pilot within workplace screening with comparison data.	In total, 203 women ... performed unsupervised HPV self-sampling.				GC	2026-06-13
26979237	2016	Self-sampling in cervical cancer screening: comparison of a brush-based and a lavage-based cervicovaginal self-sampling 	individual_RCT	other	unk	none		2013.0	6045.0	1.7	Y	N	candidate_core	extractable_implementation_or_cascade_result										
26985849	2016	Impact of HPV sample self-collection for underscreened women in the renewed Cervical Screening Program.	other	underscreened_general	unk	none					N	N	manual_review	insufficient_structured_signal			NON_CORE	Modeling study simulating future cancer risk.	Simulation of outcomes for 100 000 previously unscreened women...				GC	2026-06-13
26991464	2016	The clinical value of HPV genotyping in triage of women with high-risk-HPV-positive self-samples.	individual_RCT	other	clinic_pickup_return_clinic	referral_only		520.0			Y	N	candidate_core	extractable_implementation_or_cascade_result										
27015435	2016	Genotyping and follow-up of HR-HPV types detected by self-sampling in women from low socioeconomic groups not participat	other	other	unk	referral_only			4245.0	8.7	N	N	candidate_core	extractable_implementation_or_cascade_result										
27073929	2016	Self-Sampling for Human Papillomavirus Testing among Non-Attenders Increases Attendance to the Norwegian Cervical Cancer	individual_RCT	nonattenders	unk	completion_reported	94.1		33.0	3.4	N	N	candidate_core	extractable_implementation_or_cascade_result										
27076663	2016	Field Evaluation of Xpert HPV Point-of-Care Test for Detection of Human Papillomavirus Infection by Use of Self-Collecte	program_evaluation	other	clinic_pickup_return_clinic	none					N	N	manual_review	insufficient_structured_signal			CORE	Clinical pilot with point-of-care results and same-day treatment.	...1,005 women were enrolled ... positive were offered same-day cryotherapy.	referral_only		Same-day treatment was offered to eligible positives; attendance/completion denominator not reported in the abstract.	GC	2026-06-13
27161432	2016	Human papillomavirus prevalence and type-specific distribution of high- and low-risk genotypes among Malagasy women livi	other	other	unk	none					N	N	manual_review	insufficient_structured_signal			CORE	Prevalence study with 1081 participants and follow-up clinical exams.	SPECIMENS: ... Specimens were self-collected ... HPV-positive women underwent pelvic examination.				GC	2026-06-13
27188273	2016	Vaginal high-risk human papillomavirus infection in a cross-sectional study among women of six different ethnicities in 	observational	migrant_minority	unk	none					N	N	manual_review	insufficient_structured_signal			CORE	Cross-sectional study (HELIUS) with actual self-sampling results (N=592).	Self-collected vaginal swabs were tested for HPV DNA and genotyped...				GC	2026-06-13
27268612	2016	Knowledge and Attitudes of Bangkok Metropolitan Women towards HPV and Self-Sampled HPV Testing.	observational	other	unk	none					Y	N	candidate_non_core	preference_willingness_only;survey_only_without_extractable_implementation_result			NON_CORE	Knowledge and attitude survey only.	To evaluate knowledge ... and their attitudes towards testing.				GC	2026-06-13
27444141	2016	Provider-Identified Barriers to Cervical Cancer Screening and Perceptions Toward Self-Collection of Human Papillomavirus	observational	other	outreach_event_distribution	none				27.0	Y	Y	candidate_core	extractable_implementation_or_cascade_result										
27446557	2016	Control of cervical cancer in Peru: Current barriers and challenges for the future.	other	other	unk	referral_only					N	Y	candidate_core	extractable_implementation_or_cascade_result										
27459506	2016	Management of high-risk HPV-positive women for detection of cervical (pre)cancer.	other	other	clinic_pickup_return_clinic	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
27538390	2016	HPV testing: a mixed-method approach to understand why women prefer self-collection in a middle-income country.	observational	nonattenders	clinic_pickup_return_clinic	referral_only					Y	Y	candidate_core	extractable_implementation_or_cascade_result										
27557928	2016	Muslim immigrant women's views on cervical cancer screening and HPV self-sampling in Ontario, Canada.	observational	migrant_minority	unk	none					Y	N	manual_review	insufficient_structured_signal			NON_CORE	Qualitative study on views of Muslim immigrants, no implementation results.	...Muslim immigrant women's views ... exploratory community-based mixed methods.				GC	2026-06-13
27632816	2016	A cluster randomised trial of strategies to increase cervical screening uptake at first invitation (STRATEGIC).	cluster_RCT	nonattenders	clinic_pickup_return_clinic	none			10126.0	1.3	Y	Y	candidate_core	extractable_implementation_or_cascade_result										
27855089	2016	Community-randomised controlled trial embedded in the Anishinaabek Cervical Cancer Screening Study: human papillomavirus	cluster_RCT	underscreened_general	outreach_event_distribution	none				5.0	Y	N	candidate_core	extractable_implementation_or_cascade_result										
27867262	2016	Colonial legacy and the experience of First Nations women in cervical cancer screening: a Canadian multi-community study	observational	other	outreach_event_distribution	none					Y	N	manual_review	insufficient_structured_signal			NON_CORE	Qualitative study on colonial legacy and First Nations experience.	...conducted 16 interviews with HCPs and 9 focus groups with 69 women.				GC	2026-06-13
24923998	2015	Comparative performance of novel self-sampling methods in detecting high-risk human papillomavirus in 30,130 women not a	individual_RCT	nonattenders	unk	referral_only			5218.0		N	N	candidate_core	extractable_implementation_or_cascade_result										
25148227	2015	Feasibility of at-home self-sampling for HPV testing as an appropriate screening strategy for nonparticipants in Switzer	observational	underscreened_general	mail_to_home_return_mail	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
25284599	2015	Effectiveness of a two-stage strategy with HPV testing followed by visual inspection with acetic acid for cervical cance	individual_RCT	other	unk	none					N	Y	manual_review	insufficient_structured_signal			CORE	Two-stage strategy assessment with actual biopsy follow-up.	...we recruited 540 women ... HPV positive ... were called back for VIA and biopsy.	referral_only		HPV-positive women were called back for VIA/biopsy; attendance/completion denominator not reported in the abstract.	GC	2026-06-13
25358741	2015	Feasibility of Cervical Cancer Screening Utilizing Self-sample Human Papillomavirus Testing Among Mexican Immigrant Wome	other	migrant_minority	clinic_pickup_return_clinic	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
25403717	2015	A randomized controlled trial in non-responders from Newcastle upon Tyne invited to return a self-sample for Human Papil	individual_RCT	nonattenders	mail_to_home_return_mail	completion_reported	59.4	6000.0	411.0	6.8	N	N	candidate_core	extractable_implementation_or_cascade_result										
25432954	2015	Offering Self-Sampling to Non-Attendees of Organized Primary HPV Screening: When Do Harms Outweigh the Benefits?	other	other	unk	none					N	Y	manual_review	insufficient_structured_signal			NON_CORE	Modelling study evaluating benefits and harms.	The MISCAN-cervix model was used to estimate QALY gained...				GC	2026-06-13
25468050	2015	Pairing community health workers with HPV self-sampling for cervical cancer prevention in rural Haiti.	observational	other	unk	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
25617202	2015	Effect of self-collection of HPV DNA offered by community health workers at home visits on uptake of screening for cervi	cluster_RCT	other	chw_door_to_door	none		200.0			N	N	candidate_core	extractable_implementation_or_cascade_result										
25633037	2015	Self-sampling to increase participation in cervical cancer screening: an RCT comparing home mailing, distribution in pha	individual_RCT	other	mail_to_home_return_mail	none		41.0		60.0	N	N	candidate_core	extractable_implementation_or_cascade_result										
25653188	2015	Cervical cancer screening with clinic-based Pap test versus home HPV test among Somali immigrant women in Minnesota: a p	individual_RCT	migrant_minority	mail_to_home_return_mail	none					N	N	manual_review	insufficient_structured_signal			CORE	RCT comparing home HPV vs clinic Pap with completion data.	...randomly assigned to a home HPV test group ... measured at 3 months.				GC	2026-06-13
25674016	2015	Education efforts may contribute to wider acceptance of human papillomavirus self-sampling.	observational	other	unk	none					Y	N	manual_review	insufficient_structured_signal			CORE	Implementation pilot with 540 women following education.	...A sample of 540 women were prospectively enrolled ... performed the test.				GC	2026-06-13
25684487	2015	Assessment of the reliability of a novel self-sampling device for performing cervical sampling in Malaysia.	individual_RCT	other	outreach_event_distribution	none					N	N	candidate_non_core	assay_or_device_performance_only_without_extractable_implementation_result			NON_CORE	Reliability/concordance validation of a device.	...assess the reliability of self-sampling for cervical smear in our country.				GC	2026-06-13
25713024	2015	Offering Self-Sampling Kits for HPV Testing to Reach Women Who Do Not Attend in the Regular Cervical Cancer Screening Pr	other	other	clinic_pickup_return_clinic	referral_only					N	Y	candidate_core	extractable_implementation_or_cascade_result										
25742805	2015	Consultation rates in cervical screening non-attenders: opportunities to increase screening uptake in GP primary care.	other	nonattenders	clinic_pickup_return_clinic	none					N	N	manual_review	insufficient_structured_signal			NON_CORE	Consultation rate estimation for policy modeling.	To estimate the proportion of cervical screening non-attenders presenting to GP.				GC	2026-06-13
25985991	2015	Concordance analysis of methylation biomarkers detection in self-collected and physician-collected samples in cervical n	other	other	clinic_pickup_return_clinic	none					Y	N	candidate_non_core	assay_or_device_performance_only_without_extractable_implementation_result			NON_CORE	Biomarker concordance and performance study.	...analyzed the concordance and clinical performance of DNA methylation biomarker.				GC	2026-06-13
26026733	2015	Acceptability of self-sample human papillomavirus testing among medically underserved women visiting the emergency depar	observational	other	unk	none					Y	N	manual_review	insufficient_structured_signal			NON_CORE	Emergency Department survey of willingness, no actual offer recorded.	over 85% ... reporting that they would be willing to use the test if available.				GC	2026-06-13
26028338	2015	Women's views on human papillomavirus self-sampling: focus groups to assess acceptability, invitation letters and a test	other	never_screened	mail_to_home_return_mail	referral_only					Y	Y	candidate_core	extractable_implementation_or_cascade_result										
26031572	2015	Uptake of community-based, self-collected HPV testing vs. visual inspection with acetic acid for cervical cancer screening in Kampala, Uganda: preliminary results of a randomised controlled trial.	randomized_trial	rural_low_access	outreach_event_distribution	completion_reported		500	250	99.6	Y	N	candidate_core	Final 58-record adjudication			CORE	Ugandan pilot RCT comparing community-based self-collected HPV testing versus VIA; reports screening uptake, HPV prevalence, referral, and treatment rates.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
26060041	2015	Effect of vaginal self-sampling on cervical cancer screening rates: a community-based study in Newfoundland.	observational	other	outreach_event_distribution	none				9.5	N	N	candidate_core	extractable_implementation_or_cascade_result										
26242529	2015	The Vaccine and Cervical Cancer Screen (VACCS) project: Linking cervical cancer screening to HPV vaccination in the South-West District of Tshwane, Gauteng, South Africa.	implementation_project	rural_low_access	outreach_event_distribution	none		1654			N	N	candidate_core	Final 58-record adjudication			CORE	VACCS South African project links schoolgirl HPV vaccination with adult women self-screening and reports participation/uptake outcomes.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
26294825	2015	The Vaccine and Cervical Cancer Screen project 2 (VACCS 2): Linking cervical cancer screening to a two-dose HPV vaccination schedule in the South-West District of Tshwane, Gauteng, South Africa.	implementation_project	rural_low_access	outreach_event_distribution	none		965			N	N	candidate_core	Final 58-record adjudication			CORE	VACCS2 South African project invited female caregivers for HPV self-screening linked to schoolgirl vaccination and reports uptake/participation outcomes.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
26462184	2015	Community-Based Screening for Cervical Cancer: A Feasibility Study of Rural Appalachian Women.	observational	other	outreach_event_distribution	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
26462192	2015	Vaginal Self-Sampling for Human Papillomavirus Infection as a Primary Cervical Cancer Screening Tool in a Haitian Popula	other	underscreened_general	clinic_pickup_return_clinic	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
26536865	2015	Women's experience with home-based self-sampling for human papillomavirus testing.	observational	underscreened_general	mail_to_home_return_mail	referral_only			1521.0		Y	N	candidate_core	extractable_implementation_or_cascade_result										
26542953	2015	The costs of offering HPV-testing on self-taken samples to non-attendees of cervical screening in Finland.	other	other	mail_to_home_return_mail	referral_only					N	Y	candidate_core	extractable_implementation_or_cascade_result										
26745108	2015	Comparative Assessment of a Self-sampling Device and Gynecologist Sampling for Cytology and HPV DNA Detection in a Rural	other	other	clinic_pickup_return_clinic	none					N	N	candidate_non_core	assay_or_device_performance_only_without_extractable_implementation_result			NON_CORE	Assay agreement/concordance study only.	Purpose: ... assess the agreement and differences ... for Pap cytology and HPV DNA.				GC	2026-06-13
26957962	2015	Acceptability of self-collected vaginal samples for HPV testing in an urban and rural population of Madagascar.	observational	other	unk	none					Y	N	manual_review	insufficient_structured_signal			CORE	Acceptability study with 300 participants performing self-sampling.	A total of 300 women were recruited ... perform unsupervised self-sampling.				GC	2026-06-13
24125753	2014	Self-collecting a cervico-vaginal specimen for cervical cancer screening: an exploratory study of acceptability among me	other	other	clinic_pickup_return_clinic	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
24522235	2014	Comparison of HPV genotypes and viral load between different sites of genital tract: the significance for cervical cance	other	other	clinic_pickup_return_clinic	none					N	N	manual_review	insufficient_structured_signal			NON_CORE	Epidemiological/genotype distribution study.	Comparison of HPV genotypes and viral load between different sites...				GC	2026-06-13
24529697	2014	Triage by methylation-marker testing versus cytology in women who test HPV-positive on self-collected cervicovaginal spe	individual_RCT	other	unk	referral_only		819.0	46001.0		N	N	candidate_core	extractable_implementation_or_cascade_result										
24575872	2014	Clinical determinants of a positive visual inspection after treatment with acetic acid for cervical cancer screening.	individual_RCT	other	clinic_pickup_return_clinic	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
24598044	2014	Arguments in favor of HPV testing for cervical screening and post-treatment CIN2+ monitoring.	other	other	unk	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
24668335	2014	Current cervical cancer screening knowledge, awareness, and practices among U.S. affiliated pacific island providers: op	observational	other	clinic_pickup_return_clinic	referral_only					N	Y	candidate_core	extractable_implementation_or_cascade_result										
24671789	2014	Optimal positive cutoff points for careHPV testing of clinician- and self-collected specimens in primary cervical cancer	other	other	clinic_pickup_return_clinic	none					N	Y	manual_review	insufficient_structured_signal			NON_CORE	Secondary cutoff analysis using pooled data.	investigate the optimal positive cutoff point of careHPV test. We pooled data...				GC	2026-06-13
24736093	2014	Reasons for non-attendance to cervical screening and preferences for HPV self-sampling in Dutch women.	observational	nonattenders	home_mail	none		35477.0	9484.0	1.5	Y	N	candidate_core	extractable_implementation_or_cascade_result										
24880188	2014	Acceptability of self-collected versus provider-collected sampling for HPV DNA testing among women in rural El Salvador.	individual_RCT	rural_low_access	unk	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
24978811	2014	Assessment of high-risk human papillomavirus infections using clinician- and self-collected cervical sampling methods in	observational	other	clinic_pickup_return_clinic	none					N	N	manual_review	insufficient_structured_signal			CORE	Health camp pilot with 261 participants and screening results.	Study participants were recruited during a health camp ... Overall HR-HPV prevalence was 9.6%.				GC	2026-06-13
25032730	2014	DNA methylation analysis in self-sampled brush material as a triage test in hrHPV-positive women.	other	nonattenders	unk	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
25120228	2014	Perceptions of mailed HPV self-testing among women at higher risk for cervical cancer.	observational	underscreened_general	mail_to_home_return_mail	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
25247320	2014	Vaginal self-sampling is a cost-effective way to increase participation in a cervical cancer screening programme: a rand	individual_RCT	other	unk	referral_only					N	Y	candidate_core	extractable_implementation_or_cascade_result										
25284037	2014	Self-sampling experiences among non-attendees to cervical screening.	observational	migrant_minority	unk	none				8.8	Y	N	candidate_core	extractable_implementation_or_cascade_result										
25303975	2014	Women's intentions to self-collect samples for human papillomavirus testing in an organized cervical cancer screening pr	individual_RCT	other	clinic_pickup_return_clinic	none				3.8	N	N	candidate_core	extractable_implementation_or_cascade_result										
25396015	2014	Human papillomavirus (HPV) testing on self-collected specimens: perceptions among HIV positive women attending rural and	observational	other	clinic_pickup_return_clinic	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
25453572	2014	The concordance of HPV DNA detection by Hybrid Capture 2 and careHPV on clinician- and self-collected specimens.	individual_RCT	other	clinic_pickup_return_clinic	none					N	Y	candidate_non_core	assay_or_device_performance_only_without_extractable_implementation_result			NON_CORE	Assay comparison/concordance study.	Objective: To assess the test agreement between careHPV and HC2...				GC	2026-06-13
23017435	2013	Vaginal self-sampling without preservative for human papillomavirus testing shows good sensitivity.	other	other	clinic_pickup_return_clinic	referral_only					N	Y	candidate_core	extractable_implementation_or_cascade_result										
23137168	2013	Vaginal self-sampling is an adequate means of screening HR-HPV types in women not participating in regular cervical canc	other	nonattenders	unk	completion_reported	69.3				N	N	candidate_core	extractable_implementation_or_cascade_result										
23233356	2013	Increasing participation in cervical cancer screening: telephone contact with long-term non-attendees in Sweden. Results	individual_RCT	other	unk	none		4000.0			N	Y	candidate_core	extractable_implementation_or_cascade_result										
23334437	2013	Primary cervical cancer screening and triage using an mRNA human papillomavirus assay and visual inspection.	program_evaluation	other	unk	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
23377716	2013	Cervical cancer screening preferences among African American women in the Mississippi Delta.	observational	underscreened_general	clinic_pickup_return_clinic	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
23385153	2013	The Peru Cervical Cancer Prevention Study (PERCAPS): the technology to make screening accessible.	program_evaluation	other	unk	referral_only			632.0	87.0	N	N	candidate_core	extractable_implementation_or_cascade_result										
23518442	2013	Clinical evaluation of high-risk HPV detection on self-samples using the indicating FTA-elute solid-carrier cartridge.	other	nonattenders	clinic_pickup_return_clinic	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
23639287	2013	A second generation cervico-vaginal lavage device shows similar performance as its preceding version with respect to DNA	other	nonattenders	clinic_pickup_return_clinic	none				5.4	Y	N	candidate_core	extractable_implementation_or_cascade_result										
23707925	2013	Evaluation of a multiplex real time PCR assay for the detection of human papillomavirus infections on self-collected cer	other	nonattenders	clinic_pickup_return_clinic	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
23712523	2013	HPV self-sampling or the Pap-smear: a randomized study among cervical screening nonattenders from lower socioeconomic gr	individual_RCT	nonattenders	unk	none		2011.0		18.3	N	N	candidate_core	extractable_implementation_or_cascade_result										
23731506	2013	Results of a community-based cervical cancer screening pilot project using human papillomavirus self-sampling in Kampala	other	other	unk	completion_reported	74.3				Y	N	candidate_core	extractable_implementation_or_cascade_result										
23867008	2013	Comparison of use of vaginal HPV self-sampling and offering flexible appointments as strategies to reach long-term non-a	individual_RCT	other	clinic_pickup_return_clinic	completion_reported	70.0	1000.0			N	N	candidate_core	extractable_implementation_or_cascade_result										
23878179	2013	An evaluation of novel, lower-cost molecular screening tests for human papillomavirus in rural China.	individual_RCT	other	clinic_pickup_return_clinic	none					N	Y	manual_review	insufficient_structured_signal			NON_CORE	Molecular test evaluation in large cohort, not implementation assessment.	An evaluation of novel, lower-cost molecular screening tests...				GC	2026-06-13
24376516	2013	Validity and reliability of using a self-lavaging device for cytology and HPV testing for cervical cancer screening: findings from a pilot study.	diagnostic_validation	other	clinic_pickup_return_clinic	referral_only		198	197	99.5	N	N	candidate_non_core	Final 58-record adjudication			NON_CORE	Pilot validity/reliability study of self-lavaging cytology/HPV device among clinic patients; diagnostic method evidence, not implementation uptake.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
21484793	2012	Experience with high-risk human papillomavirus testing on vaginal brush-based self-samples of non-attendees of the cervi	individual_RCT	other	unk	completion_reported	89.1				N	N	candidate_core	extractable_implementation_or_cascade_result										
22017806	2012	Self-sampling of vaginal fluid and high-risk human papillomavirus testing in women aged 50 years or older not attending 	other	other	unk	completion_reported	84.8		3618.0		N	N	candidate_core	extractable_implementation_or_cascade_result										
