record_id	pmid	doi	year	title_short	country_or_region	income_level	target_population	target_population_notes	setting	delivery_model	return_channel	followup_support	self_sampling_confirmed	assay_type	triage_pathway	design	n_invited	n_participated	uptake_pct	followup_closure_reported	followup_reporting_level	followup_completion_pct	followup_notes	equity_stratified_results_reported	acceptability_reported	cost_reported	key_barriers_facilitators	limitations
PMID_41441379	41441379	10.3390/nursrep15120449	2025	Development and Evaluation of Innovation Scales for Mail-Based Human Papillomavirus (HPV) Self-Collection Among U.S. Low	United States	HIC	never_screened		home_mail	mail_to_home_return_mail	mail	unk	Y	UNK	cytology	observational				N	none			N	Y	N		Curation note: 标题直接定义了交付模型。.
PMID_41445714	41445714	10.1017/cts.2025.10172	2025	Patient attitudes toward HPV self-sampling and community health worker-delivered cervical cancer screening services in a	UNK	UNK	other		home_mail	outreach_event_distribution	unk	unk	Y	UNK	cytology	observational				N	none			N	N	N		Curation note: 明确的 CHW 分发。.
PMID_41459847	41459847	10.31557/apjcp.2025.26.12.4331	2025	Evaluating The Feasibility and Acceptability of Cervical Cancer Screening in an Urban Slum Community by HPV Self-Samplin	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	direct_colposcopy	other				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_41459991	41459991	10.1002/ijc.70321	2025	Cancer detection using human papillomavirus self-sampling targeting long-term non-attenders in an organized cervical scr	UNK	UNK	nonattenders		other	mail_to_home_return_mail	unk	unk	Y	UNK	cytology	individual_RCT			5.6	Y	referral_only		Reported HPV positivity and cancer/HSIL yield; follow-up attendance/completion not reported.	N	N	N		Curation note: 邮寄发送，判定为 Mail。.
PMID_41466250	41466250	10.1186/s12913-025-13768-5	2025	Readiness to transition to HPV self-collection from VIA screening: a mixed methods health systems assessment from Tamil 	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	cytology	observational				Y	referral_only			N	Y	N		Curation note: 明确的 CHW 外展。.
PMID_41467104	41467104	10.2147/cmar.s552282	2025	Improving Patient Education Materials for HPV Self-Collection: Insights from Women at High Risk of Developing Cervical C	UNK	UNK	underscreened_general		home_mail	mail_to_home_return_mail	mail	unk	Y	UNK	cytology	observational				N	none			N	N	N		Curation note: 涉及邮寄流程，判定为 Mail。.
PMID_36125430	36125430	10.1177/0272684x221115494	2024	"""Black Women Don't Always Put Our Healthcare First"": Facilitators and Barriers to Cervical Cancer Screening and Percepti"	UNK	UNK	other		other	unk	unk	unk	Y	UNK	cytology	observational		35.0		N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_37633857	37633857	10.1007/s10552-023-01778-9	2024	HPV self-sampling among women in the United States: preferences for implementation.	United States	HIC	other		home_mail	mail_to_home_return_mail	unk	unk	Y	UNK	unk	other				Y	referral_only			N	Y	N		Curation note: 邮寄。.
PMID_37870947	37870947	10.1089/lgbt.2023.0012	2024	Acceptability of Anal Human Papillomavirus Home Self-Sampling and Clinician Sampling Among Sexual and Gender Minority In	UNK	UNK	migrant_minority		home_mail	mail_to_home_return_mail	mail	unk	Y	UNK	cytology	individual_RCT				N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_37935320	37935320	10.1016/j.amepre.2023.10.020	2024	Self-Sampling for Human Papillomavirus Testing: Acceptability in a U.S. Safety Net Health System.	United States	HIC	underscreened_general		home_mail	mail_to_home_return_mail	mail	unk	Y	UNK	cytology	observational				N	none			N	Y	N		Curation note: 邮寄。.
PMID_38060284	38060284	10.1093/jncics/pkad103	2024	Self-sampling tools to increase cancer screening among underserved patients: a pilot randomized controlled trial.	UNK	UNK	other		home_mail	mail_to_home_return_mail	mail	reminders	Y	UNK	cytology	individual_RCT				Y	referral_only			Y	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_38103276	38103276	10.1016/j.puhe.2023.11.026	2024	Resilience of the Dutch HPV-based cervical screening programme during the COVID-19 pandemic.	Netherlands	HIC	underscreened_general		organized_screening	mixed_or_multiarm	mail	reminders	Y	DNA	unk	registry_cohort			49.8	N	none			N	N	N		Added during final eligibility reconciliation; charted from PubMed abstract-level information.
PMID_38292027	38292027	10.1016/j.pmedr.2024.102599	2024	Integrating HPV self-collect into primary care to address cervical cancer screening disparities.	UNK	UNK	underscreened_general		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	cytology	observational				N	none			Y	N	N		Curation note: 诊所。.
PMID_38321465	38321465	10.1186/s12889-023-17445-2	2024	Exploring self-care and cervical cancer prevention attitudes and practices among Moroccan and Pakistani immigrant women 	Spain	HIC	migrant_minority		other	unk	unk	unk	Y	UNK	unk	observational				N	none			Y	N	N		Curation note: 访谈。.
PMID_38404421	38404421	10.1016/j.lanwpc.2024.101018	2024	The impact of alternate HPV vaccination and cervical screening strategies in Japan: a cost-effectiveness analysis.	UNK	UNK	underscreened_general		other	unk	unk	unk	Y	UNK	cytology	model		43.0	3.7	N	none			N	N	Y		Curation note: 建模。.
PMID_38415526	38415526	10.31557/apjcp.2024.25.2.419	2024	Out-reach Colposcopy Clinics and HPV Self-Sampling Decreases Loss to Follow up in a Community based Cervical Cancer Scre	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	direct_colposcopy	observational				Y	completion_reported	45.2	HPV-positive colposcopy attendance increased from 28.5% to 45.2% with outreach clinics; one-year follow-up participation was 60%.	N	N	N		Curation note: 农村外展。.
PMID_38444842	38444842	10.1016/j.jcte.2024.100331	2024	Acceptability of HPV self-collection: A qualitative study of Black women living with type II diabetes and social vulnera	UNK	UNK	other		primary_care	unk	in_person	unk	Y	UNK	cytology	observational				N	none			Y	Y	N		Curation note: 仅访谈。.
PMID_38451956	38451956	10.1371/journal.pone.0292605	2024	Cervical cancer prevention: Feasibility of self-sampling and HPV testing in rural and urban areas of Bolivia: An observa	Netherlands	HIC	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	DNA	cytology	other				N	none			N	N	N		Curation note: 卫生中心。.
PMID_38516651	38516651	10.1089/whr.2024.0004	2024	Exploratory Analysis of Concordance Between Clinician-Collected and Self-Sampled Human Papillomavirus Tests in a Small Cohort of Average- and High-Risk Patients.	United States	HIC	other		clinic	clinic_pickup_return_clinic	clinic	unk	Y	DNA	unk	diagnostic_validation	47	47	100.0	N	none			N	N	N		Added during final eligibility reconciliation; charted from PubMed abstract-level information.
PMID_38578742	38578742	10.1371/journal.pone.0301385	2024	Strategies for primary HPV test-based cervical cancer screening programme in resource-limited settings in India: Results	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	direct_colposcopy	observational				Y	completion_reported	45.5	HPV-positive triage compliance was reported by site (53.6%, 45.5%, and 84.6%); lowest explicit site value coded conservatively.	N	Y	N		Curation note: 帐篷/外展营地。.
PMID_38648390	38648390	10.1002/ijc.34970	2024	Effectiveness of self-sampling human papillomavirus test on precancer detection and screening uptake in Japan: The ACCESS randomized controlled trial.	Japan	HIC	nonattenders	Women not participating in screening for at least 3 years.	organized_screening	mail_to_home_return_mail	mail	reminders	Y	DNA	cytology	randomized_trial	15109	1467	20.0	Y	completion_reported	46.8	Cytology triage compliance among HPV-positive women reported.	N	N	N		Added during final eligibility reconciliation; charted from PubMed abstract-level information.
PMID_38649876	38649876	10.1186/s12889-024-18551-5	2024	Acceptability of self-collected vaginal samples for human papillomavirus testing for primary cervical cancer screening: 	UNK	UNK	underscreened_general		primary_care	mail_to_home_return_mail	in_person	unk	Y	DNA	cytology	observational		1200.0	8.9	N	none			N	Y	N		Curation note: 邮寄。.
PMID_38678760	38678760	10.1016/j.healthpol.2024.105077	2024	Expanding eligibility and improving quality of cervical cancer screening in Estonia: The 2021 reforms.	Estonia	HIC	underscreened_general		organized_screening	mixed_or_multiarm	unk	unk	Y	DNA	unk	program_description			51.0	N	none			N	N	N		Added during final eligibility reconciliation; charted from PubMed abstract-level information.
PMID_38723214	38723214	10.1200/go.24.00005	2024	Culturally Competent Education and Human Papillomavirus Self-Sampling Achieves Healthy People 2030 Cervical Screening Ta	United States	HIC	underscreened_general		primary_care	outreach_event_distribution	in_person	unk	Y	UNK	cytology	other			1.0	N	none			Y	N	N		Curation note: 住宅外展。.
PMID_38751040	38751040	10.1002/ijc.34989	2024	Sociodemographic characteristics associated with cervical cancer screening participation by send-to-all and opt-in HPV s	UNK	UNK	underscreened_general		other	mail_to_home_return_mail	unk	reminders	Y	UNK	unk	individual_RCT	6000.0	35.0	7.1	N	none			Y	N	N		Curation note: 邮寄。.
PMID_38770733	38770733	10.19191/ep24.2.a670.043	2024	Management choices for better outcomes in oncologic screening programmes.	UNK	UNK	nonattenders		other	unk	unk	reminders	Y	UNK	unk	other		2019.0	8.5	Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_38781145	38781145	10.1371/journal.pgph.0003186	2024	Patient preference and acceptability of self-sampling for cervical screening in colposcopy clinic attenders: A cross-sec	UNK	UNK	underscreened_general		community_outreach	clinic_pickup_return_clinic	mixed	unk	Y	DNA	direct_colposcopy	observational			6.0	Y	referral_only			N	Y	N		Curation note: 诊所内。.
PMID_38809639	38809639	10.31557/apjcp.2024.25.5.1673	2024	Human Papillomavirus Genotype Detection and Cytology Using a New Self-Sampling Method.	Japan	HIC	other		clinic	clinic_pickup_return_clinic	clinic	unk	Y	DNA	cytology	diagnostic_validation	38	38	100.0	N	none			N	N	N		Added during final eligibility reconciliation; charted from PubMed abstract-level information.
PMID_38827925	38827925	10.2147/ijwh.s455118	2024	"""Barriers and Advantages of Self-Sampling Tests, for HPV Diagnosis: A Qualitative Field Experience Before Implementation"	UNK	UNK	other		home_mail	unk	unk	unk	Y	UNK	unk	other		45.0		N	none			N	N	N		Curation note: 仅讨论屏障。.
PMID_38843549	38843549	10.26635/6965.6267	2024	Preliminary assessment of using mobile point-of-care human papillomavirus (HPV) testing with the option of immediate col	New Zealand	HIC	other	Indigenous/minority focus	community_outreach	outreach_event_distribution	mixed	unk	Y	DNA	direct_colposcopy	observational				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_38864276	38864276	10.1089/jwh.2024.0284	2024	Building Capacity for Cervical Cancer Prevention in U.S.-Affiliated Pacific Islands: The Pacific Against Cervical Cancer	United States	HIC	underscreened_general		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	cytology	program_evaluation				Y	referral_only			N	Y	Y		Curation note: 社区参与。.
PMID_38869176	38869176	10.1177/09691413241260019	2024	Primary human papillomavirus testing by clinician- versus self-collection: Awareness and acceptance among cervical cancer screening-eligible women.	United States	HIC	other		primary_care	unk	unk	unk	Y	DNA	unk	survey	351			N	none			N	Y	N		Added during final eligibility reconciliation; charted from PubMed abstract-level information.
PMID_38871762	38871762	10.1038/s41598-024-64462-1	2024	Cervical cancer screening and vaccination acceptability and attitudes among Arab American women in Southeastern Michigan	UNK	UNK	other		community_outreach	unk	mixed	unk	Y	UNK	cytology	other				N	none			Y	Y	N		Curation note: 线上访谈。.
PMID_38904134	38904134	10.1136/bmjopen-2023-081282	2024	Performance of CADM1, MAL and miR124-2 methylation as triage markers for early detection of cervical cancer in self-coll	UNK	UNK	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	DNA	cytology	other				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_38953514	38953514	10.1111/hex.14118	2024	Experiences of Self-Sampling and Future Screening Preferences in Non-Attenders Who Returned an HPV Vaginal Self-Sample i	UNK	UNK	nonattenders		home_mail	outreach_event_distribution	mail	unk	Y	UNK	cytology	observational		2712.0	32.5	Y	referral_only			N	Y	N		Curation note: 社区中心外展。.
PMID_38960815	38960815	10.1016/j.whi.2024.05.005	2024	Health Care Provider Willingness to Recommend Self-collected Tests for Human Papillomavirus: A Mixed Methods Examination	UNK	UNK	underscreened_general		community_outreach	clinic_pickup_return_clinic	mixed	unk	Y	UNK	cytology	observational				Y	referral_only			N	Y	N		Curation note: 药房/诊所路径。.
PMID_38978020	38978020	10.1186/s12905-024-03239-0	2024	Providers and women's perspectives on opportunities, challenges and recommendations to improve cervical cancer screening in women living with HIV at Mbarara Regional Referral Hospital: a qualitative study.	Uganda	LMIC	other	Women living with HIV and providers.	clinic	unk	unk	peer_navigation	N	DNA	unk	qualitative				N	none			N	Y	N		Added during final eligibility reconciliation; charted from PubMed abstract-level information.
PMID_38985535	38985535	10.1097/phh.0000000000001913	2024	Self-Collection for HPV Testing: Potential Issues Related to Performance Measures and Quality Improvement Among Federall	United States	HIC	underscreened_general		primary_care	mail_to_home_return_mail	in_person	unk	Y	UNK	cytology	observational				N	none			N	N	N		Curation note: 邮寄。.
PMID_39001547	39001547	10.3390/cancers16132485	2024	Enhancing Cervical Cancer Screening with 7-Type HPV mRNA E6/E7 Testing on Self-Collected Samples: Multicentric Insights 	UNK	UNK	other		home_mail	unk	unk	unk	Y	mRNA	direct_colposcopy	observational				Y	referral_only			N	Y	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
