pmid	doi	pmcid	title	journal	year	first_author	url
23878179	10.1158/1940-6207.capr-13-0091		An evaluation of novel, lower-cost molecular screening tests for human papillomavirus in rural China.	Cancer prevention research (Philadelphia, Pa.)	2013	Fang-Hui Zhao	https://pubmed.ncbi.nlm.nih.gov/23878179/
23731506	10.1016/j.ijgo.2013.03.019		Results of a community-based cervical cancer screening pilot project using human papillomavirus self-sampling in Kampala, Uganda.	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2013	Gina S Ogilvie	https://pubmed.ncbi.nlm.nih.gov/23731506/
23722075	10.1016/j.whi.2013.03.003	PMC3700594	The role of family history of cancer on cervical cancer screening behavior in a population-based survey of women in the Southeastern United States.	Women's health issues : official publication of the Jacobs Institute of Women's Health	2013	Jessica D Bellinger	https://pubmed.ncbi.nlm.nih.gov/23722075/
23712523	10.1002/ijc.28283		HPV self-sampling or the Pap-smear: a randomized study among cervical screening nonattenders from lower socioeconomic groups in France.	International journal of cancer	2013	H Sancho-Garnier	https://pubmed.ncbi.nlm.nih.gov/23712523/
23618210	10.1007/bf03405681	PMC6973997	Self-collected HPV testing improves participation in cervical cancer screening: a systematic review and meta-analysis.	Canadian journal of public health = Revue canadienne de sante publique	2013	C Sarai Racey	https://pubmed.ncbi.nlm.nih.gov/23618210/
23410619	10.1016/j.whi.2012.12.003	PMC3596478	Acceptability and usability of self-collected sampling for HPV testing among African-American women living in the Mississippi Delta.	Women's health issues : official publication of the Jacobs Institute of Women's Health	2013	Isabel C Scarinci	https://pubmed.ncbi.nlm.nih.gov/23410619/
23385153	10.1016/j.ygyno.2013.01.026	PMC3632388	The Peru Cervical Cancer Prevention Study (PERCAPS): the technology to make screening accessible.	Gynecologic oncology	2013	Kimberly L Levinson	https://pubmed.ncbi.nlm.nih.gov/23385153/
23377716	10.1353/hpu.2013.0017		Cervical cancer screening preferences among African American women in the Mississippi Delta.	Journal of health care for the poor and underserved	2013	Allison G Litton	https://pubmed.ncbi.nlm.nih.gov/23377716/
23334437	10.1097/igc.0b013e318280f3bc		Primary cervical cancer screening and triage using an mRNA human papillomavirus assay and visual inspection.	International journal of gynecological cancer : official journal of the International Gynecological Cancer Society	2013	Lucybeth Nieves	https://pubmed.ncbi.nlm.nih.gov/23334437/
23075359	10.3109/01443615.2012.717989		Diagnostic accuracy of self-collected human papillomavirus specimens as a primary screen for cervical cancer.	Journal of obstetrics and gynaecology : the journal of the Institute of Obstetrics and Gynaecology	2012	B L Quincy	https://pubmed.ncbi.nlm.nih.gov/23075359/
22907569	10.1002/ijc.27790		High-risk HPV testing on self-sampled versus clinician-collected specimens: a review on the clinical accuracy and impact on population attendance in cervical cancer screening.	International journal of cancer	2013	Peter J F Snijders	https://pubmed.ncbi.nlm.nih.gov/22907569/
22645391	10.1136/sextrans-2012-050477		A cross-sectional study on the acceptability of self-collection for HPV testing among women in rural China.	Sexually transmitted infections	2012	YaoYao Guan	https://pubmed.ncbi.nlm.nih.gov/22645391/
22473652	10.1002/ijc.27563	PMC3404249	Effectiveness of a simple rapid human papillomavirus DNA test in rural Nigeria.	International journal of cancer	2012	Julia C Gage	https://pubmed.ncbi.nlm.nih.gov/22473652/
22271765	10.1093/jnci/djr532	PMC3274511	Pooled analysis of a self-sampling HPV DNA Test as a cervical cancer primary screening method.	Journal of the National Cancer Institute	2012	Fang-Hui Zhao	https://pubmed.ncbi.nlm.nih.gov/22271765/
22172570	10.1016/j.ejca.2011.11.022		Offering self-sampling for human papillomavirus testing to non-attendees of the cervical screening programme: Characteristics of the responders.	European journal of cancer (Oxford, England : 1990)	2012	Murat Gök	https://pubmed.ncbi.nlm.nih.gov/22172570/
22051739	10.1016/s0140-6736(11)61522-5		Self-collection of vaginal specimens for human papillomavirus testing in cervical cancer prevention (MARCH): a community-based randomised controlled trial.	Lancet (London, England)	2011	Eduardo Lazcano-Ponce	https://pubmed.ncbi.nlm.nih.gov/22051739/
21801395	10.1186/1750-9378-6-12	PMC3162906	A population-based cross-sectional study of age-specific risk factors for high risk human papillomavirus prevalence in rural Nigeria.	Infectious agents and cancer	2011	Megan A Clarke	https://pubmed.ncbi.nlm.nih.gov/21801395/
21669428	10.1016/j.ijgo.2011.01.028		Assessing women's willingness to collect their own cervical samples for HPV testing as part of the ASPIRE cervical cancer screening project in Uganda.	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2011	Sheona Mitchell	https://pubmed.ncbi.nlm.nih.gov/21669428/
21630264	10.1002/ijc.26211	PMC3227742	The age-specific prevalence of human papillomavirus and risk of cytologic abnormalities in rural Nigeria: implications for screen-and-treat strategies.	International journal of cancer	2012	Julia C Gage	https://pubmed.ncbi.nlm.nih.gov/21630264/
21497619	10.1016/j.ypmed.2011.03.018	PMC3114876	Comparative community outreach to increase cervical cancer screening in the Mississippi Delta.	Preventive medicine	2011	Philip E Castle	https://pubmed.ncbi.nlm.nih.gov/21497619/
21343937	10.1038/bjc.2011.48	PMC3065284	HPV self-sampling as an alternative strategy in non-attenders for cervical screening - a randomised controlled trial.	British journal of cancer	2011	A Szarewski	https://pubmed.ncbi.nlm.nih.gov/21343937/
21179038	10.1038/sj.bjc.6606040	PMC3031894	The effect of self-sampled HPV testing on participation to cervical cancer screening in Italy: a randomised controlled trial (ISRCTN96071600).	British journal of cancer	2011	P Giorgi Rossi	https://pubmed.ncbi.nlm.nih.gov/21179038/
21115503	10.1136/sti.2010.046326		Optimising human papillomavirus self-testing for high risk women.	Sexually transmitted infections	2011	Alice R Richman	https://pubmed.ncbi.nlm.nih.gov/21115503/
21060889	10.1371/journal.pone.0013711	PMC2965656	Effectiveness of VIA, Pap, and HPV DNA testing in a cervical cancer screening program in a peri-urban community in Andhra Pradesh, India.	PloS one	2010	Patti E Gravitt	https://pubmed.ncbi.nlm.nih.gov/21060889/
20572091	10.1002/jmv.21835		Testing for human papillomavirus and measurement of viral load of HPV 16 and 18 in self-collected vaginal swabs of women who do not undergo cervical cytological screening in Southern France.	Journal of medical virology	2010	Catherine Tamalet	https://pubmed.ncbi.nlm.nih.gov/20572091/
20179125	10.1136/bmj.b4491	PMC2827716	Psychosocial outcomes of three triage methods for the management of borderline abnormal cervical smears: an open randomised trial.	BMJ (Clinical research ed.)	2010	Kirsten J McCaffery	https://pubmed.ncbi.nlm.nih.gov/20179125/
19569231	10.1002/ijc.24525	PMC2766540	Neither one-time negative screening tests nor negative colposcopy provides absolute reassurance against cervical cancer.	International journal of cancer	2009	Philip E Castle	https://pubmed.ncbi.nlm.nih.gov/19569231/
19258937	10.1111/igc.0b013e318197f479		The Mexican Cervical Cancer Screening Trial: self-sampling for human papillomavirus with unaided visual inspection as a secondary screen.	International journal of gynecological cancer : official journal of the International Gynecological Cancer Society	2009	Jerome L Belinson	https://pubmed.ncbi.nlm.nih.gov/19258937/
18664063			Self-test device for cytology and HPV testing in rural Appalachian women: an evaluation.	The Journal of reproductive medicine	2008	Andrew P Soisson	https://pubmed.ncbi.nlm.nih.gov/18664063/
17724326	10.1503/cmaj.070013	PMC1950166	Feasibility of self-collection of specimens for human papillomavirus testing in hard-to-reach women.	CMAJ : Canadian Medical Association journal = journal de l'Association medicale canadienne	2007	Gina Ogilvie	https://pubmed.ncbi.nlm.nih.gov/17724326/
17428551	10.1016/j.ijporl.2007.03.009		Severity of juvenile onset recurrent respiratory papillomatosis is not associated with socioeconomic status in a setting of universal health care.	International journal of pediatric otorhinolaryngology	2007	R Leung	https://pubmed.ncbi.nlm.nih.gov/17428551/
17362570	10.1258/096914107780154486	PMC4109399	Human papillomavirus testing by self-sampling: assessment of accuracy in an unsupervised clinical setting.	Journal of medical screening	2007	Anne Szarewski	https://pubmed.ncbi.nlm.nih.gov/17362570/
17227641			Cervical cancer screening in Thailand: an overview.	Journal of medical screening	2006	Supannee Sriamporn	https://pubmed.ncbi.nlm.nih.gov/17227641/
17075437	10.1097/01.olq.0000243623.67673.22		Comparability of self-collected vaginal swabs and physician-collected cervical swabs for detection of human papillomavirus infections in Rakai, Uganda.	Sexually transmitted diseases	2007	Mahboobeh Safaeian	https://pubmed.ncbi.nlm.nih.gov/17075437/
16997304	10.1016/j.ijgo.2006.07.012		Primary screening for cervical cancer through self sampling.	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2006	F Holanda	https://pubmed.ncbi.nlm.nih.gov/16997304/
16371167	10.1186/1471-2334-5-116	PMC1345691	Prevalence and distribution of high-risk human papilloma virus (HPV) types in invasive squamous cell carcinoma of the cervix and in normal women in Andhra Pradesh, India.	BMC infectious diseases	2005	A Pavani Sowjanya	https://pubmed.ncbi.nlm.nih.gov/16371167/
15923294	10.1136/sti.2004.010413	PMC1744971	Comparison of non-invasive sampling methods for detection of HPV in rural African women.	Sexually transmitted infections	2005	N Lack	https://pubmed.ncbi.nlm.nih.gov/15923294/
15859052	10.1111/j.1748-0361.2005.tb00075.x		Geographic disparities in cervical cancer mortality: what are the roles of risk factor prevalence, screening, and use of recommended treatment?	The Journal of rural health : official journal of the American Rural Health Association and the National Rural Health Care Association	2005	K Robin Yabroff	https://pubmed.ncbi.nlm.nih.gov/15859052/
12589639	10.1002/cncr.10924		Urbanization and the incidence of abnormalities of squamous and glandular epithelium of the cervix.	Cancer	2003	Mathilde E Boon	https://pubmed.ncbi.nlm.nih.gov/12589639/
10479163	10.1086/315026		Use of a hybrid capture assay of self-collected vaginal swabs in rural Uganda for detection of human papillomavirus.	The Journal of infectious diseases	1999	D Serwadda	https://pubmed.ncbi.nlm.nih.gov/10479163/
